Method,Mode,Image,TP,TN,FP,FN,DICE,JACCARD,PRECISION,RECALL,ACCURACY,F1,SPECIFICITY,NPV,FDR,Overlap,Sigma
HistoKit (postprocessed),constant,TCGA-PG-A6IB-01Z-00-DX2.C943409D-2569-4C84-874A-773AC7CEE834_R1.png,58428582,23719826,265696,1067430,0.9887205116427077,0.9776926389051664,0.9954732214271381,0.9820587974871324,0.98403088759725,0.9887205116427077,0.9889226509225023,0.9569363385765653,0.004526778572861907,0.9,
HistoKit (postprocessed),gaussian,33-12_he_2_R1.png,4112384,14194699,727024,448709,0.8749286873114529,0.7776650932647671,0.8497700545190652,0.9016224839090105,0.9396528202083313,0.874928687311453,0.9512774764683676,0.9693576112883012,0.15022994548093485,0.75,0.75
HistoKit (postprocessed),gaussian,223-98_he_R1.png,6081969,34505694,933259,94479,0.9220919313057719,0.8554458010716898,0.8669666901774254,0.984703344057944,0.97530390251436,0.9220919313057718,0.9736657287815472,0.9972694067165502,0.13303330982257455,0.75,0.75
HistoKit (postprocessed),gaussian,TCGA-2Y-A9GY-01Z-00-DX1.9AF8DAB8-B99C-4484-A065-20E7345E1FF4_R1.png,20455030,16379469,154090,8573005,0.8241822078642501,0.7009438140642602,0.9925232130241369,0.7046646457467755,0.8084550114730402,0.82418220786425,0.9906801675307778,0.656426653325037,0.007476786975863113,0.75,0.75
HistoKit (postprocessed),gaussian,10-99_he_R1.png,7097204,12243094,1101638,154185,0.9187181732104847,0.8496565376838839,0.8656349274690255,0.9787371771118609,0.9390262370278365,0.9187181732104847,0.917447723940803,0.9875629966866116,0.1343650725309745,0.75,0.75
HistoKit (postprocessed),gaussian,TCGA-EC-A1QX-01Z-00-DX1.D94B9C3B-F06F-4300-B492-E2534AF4D703_R1.png,9294170,48875951,414299,7763680,0.6944675508051742,0.5319420066758818,0.9573260212295059,0.5448617498688287,0.8767413234139335,0.6944675508051743,0.9915947068639336,0.8629284855333892,0.04267397877049409,0.75,0.75
HistoKit (postprocessed),constant,TCGA-AX-A1CF-01Z-00-DX2.97DE8134-0D44-4FCE-BA8A-46AD7D215133_R1.png,118214273,194846012,11261274,5604991,0.9334125127419212,0.875139192886543,0.9130239318471464,0.9547324800767674,0.9488787277046967,0.9334125127419212,0.9453620771077448,0.9720380995050446,0.08697606815285361,0.5,
HistoKit (postprocessed),gaussian,TCGA-08-0520-01Z-00-DX1.2d50b1bc-c1d8-41a4-b42f-19d9916a5ef6_R1.png,21512118,19606569,604858,1180813,0.9601500846676606,0.9233544865566428,0.9726518670545196,0.9479656021516127,0.9583801953172216,0.9601500846676607,0.9700734638875326,0.9431956847668456,0.02734813294548043,0.75,0.75
HistoKit (postprocessed),gaussian,33-00_he_R2.png,25087166,43620286,1186222,3197398,0.9196520426573197,0.8512554093399477,0.9548508171081704,0.8869560796482492,0.9400252331775897,0.9196520426573198,0.9735256762254269,0.9317053359580966,0.04514918289182956,0.75,0.75
HistoKit (postprocessed),gaussian,2-12_he_1_R4.png,5323181,4921321,183830,256084,0.9603190467204678,0.9236670573710827,0.966618915415277,0.954100764168757,0.9588265750790684,0.9603190467204676,0.9639912707772993,0.9505381556976903,0.033381084584723004,0.5,1.25
HistoKit (postprocessed),gaussian,33-00_he_R1.png,13048088,23527629,1708550,1037333,0.9047958746634559,0.826143596186165,0.8842182074263799,0.9263541359537638,0.9301685841878256,0.9047958746634559,0.9322975954481857,0.9577718459324301,0.11578179257362009,0.75,0.75
HistoKit (postprocessed),gaussian,390-02_he_2_R1.png,3901760,26993194,1367820,2456890,0.6710840772843331,0.5049861062037386,0.7404309261838704,0.6136145250957358,0.8898402357810836,0.6710840772843331,0.9517711179156007,0.9165744315024704,0.25956907381612954,0.5,1.25
HistoKit (postprocessed),gaussian,TCGA-CV-7099-01A-02-BS2.1e152adb-e0cb-4962-8004-a9d9310c5e30_R1.png,16252252,36613505,139989,359956,0.9848521937148534,0.9701564517179448,0.9914600450298406,0.9783318388500795,0.9906317169780695,0.9848521937148533,0.9961911376371455,0.9902644764578572,0.008539954970159358,0.75,0.75
